abs_path	label	detail
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_LANG_ESP_fancy-language_01_02_03_TS.xml	mixed	3 <u> elements, mixed structure: ['sentence', 'single-word']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_LANG_MIX_poor-language_01_02_03_TS.xml	mixed	3 <u> elements, mixed structure: ['sentence', 'single-word']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_LOC_Mixtepec_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_LOC_Mixtepec_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_animal_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_animal_horse_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_animal_horse_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_animal_horse_1st_pl_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_animal_horse_1st_sg_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_animal_horse_POSS_1st_sg_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_bird_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_bird_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_black_bird_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_blood_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_blood_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_booger_03_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_booger_04_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_bull_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_cactus-javi_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_cat_04_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_chicken_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_chicken_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_chicken_1st_pl_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_child_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_child_baby_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_child_baby_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_cloud_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_cloud_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_coffee_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_corn_uncooked_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_corn_uncooked_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_crow_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_day_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_day_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_day_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_door_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_dust_dirt_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_fire_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_fruit_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_fruit_1pl_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_fruit_1st_sg_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_fruit_1st_sg_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_hail_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_hawk_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_heart_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_heart_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_holy_water_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_holy_water_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_honey_01_02_03_TS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_husband_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_husband_03_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_husband_05_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_husband_06_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_husband_pl_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mint-herb_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mixtec_people_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_03_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_1st_sg_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_1st_sg_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_POSS_2nd_sg_form_01_02.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mother_POSS_2nd_sg_inf_01_02.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mourning_dove_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_mud_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_nothing_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_owl_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_parrot_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_peach_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_people_children_offspring_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_rabbit_1pl_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_rooster_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_saa_savi_01_spkrFS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_salt_01_02_03_05_06_JS.xml	single-word	5 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_scrub_jay_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_sister_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_skin_05_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_star_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_sun_02_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_sun_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_swallow_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_tail_feather_01_02_spkrJS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_tongue_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_tongue_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_turkey_f_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_turkey_m_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_vulcher_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_woodpecker_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_1pl_excl_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_1pl_incl_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_1s_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_2pl_all_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_2s_form_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_2s_inf_02_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_3pl_form_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_3s_f_inf_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRON_3s_m_inf_01_02_JS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRP_across_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRP_across_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/PRP_across_03_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_five_chicken_eggs_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_new_heart_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_nine_husbands_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_nine_husbands_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_that_thin_green_fruit_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_that_thin_green_fruit_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_thin_green_fruit_1st_sg_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/P_thin_green_fruit_1st_sg_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/QNTY_all_everything_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/QNTY_everyone_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/QNTY_few_01_02_03_TS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/QNTY_nobody_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/QNTY_none-nothing_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/Q_do_you_inf_see_me_RESP_yes_I_see_you_inf_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/SET_days_of_the_week_01_02_TS.xml	single-word	14 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/SOC_good_bye_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/SOC_thank_you_form_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/SOC_thank_you_inf_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ARVL_approaching_fast_3s_inf_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ARVL_approaching_very_slowly_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATRB_be_siblings_Pablo_Maria_1st_sg_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATRB_mother_1st_pl_excl_name_Herminia_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATRB_that_man_be_PRS_bad_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_1s_teacher_also_01_02_03_TS.xml	mixed	3 <u> elements, mixed structure: ['sentence', 'whole-utterance']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_Pablo_and_Maria_are_teachers_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_grampas_hat_is_nice_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_now_she-grandmother_is_old_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_pants_1s_are_blue_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_shirt_2nd_sg_inf_be_PRS_black_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_sibling_pl_1st_sg_be_PRS_older_than_1st_sg_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_siblings_1s_are_teachers_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_ATTRB_siblings_1s_are_teachers_now_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CLS1_they_got_maried_and_CLS2_have_3rd_pl_kids_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_come_home_with_me_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_come_to_work_with_me_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_eat_this_tortilla_then_go_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_go_home_with_Pedro_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_look_at_Maria_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.xml	UNCLASSIFIABLE	PARSE ERROR: ID d1e208 already defined, line 217, column 55 (S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.xml, line 217)
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_look_into_my_eyes_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_take_DET_PROX_moon_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_take_the_lamb_from_the_water_because_hes_drowning_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_CMND_walk_backwards_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_DEC_rain_COMPL_last_night_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_DEC_rain_FUT_tomorrow_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_EQTV_be_teachers_1st_pl_incl_sister_1st_sg_brother_1st_sg_1st_01_sg_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_am_happy_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_am_not_eating_breakfast_right_now_Im_reading_a_book_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_ate_bread_and_cheese_for_breakfast_this_morning_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_eat_food_every_morning_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_left_before_my_sister-my_sister_left_after_I_left_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_stepped_on_a_scorpion_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_want_to_wear_his_shoes_01_02_TS.xml	sentence	1 <u> elements, consistent structure
